X;Y;Label
-0.18504440131402;-0.8826619779638;"b"
-1.29076582362396;-0.0822445081939201;"b"
-0.306327683081966;0.00705393593055292;"b"
-0.376861548474368;-0.40074092944711;"b"
0.181715807766509;-0.0504550844557815;"b"
-0.356982242815131;-0.45507951630332;"b"
-0.497214472533441;0.0923671981410363;"b"
-0.567500438890919;-0.418921631524586;"b"
-0.513098366337871;-0.700891605602819;"b"
-0.496636479352123;-0.130287538842592;"b"
-0.879141779000401;-0.489129347232516;"b"
-0.232240736835225;-0.403315987138959;"b"
-0.204653890296826;-0.165507537795591;"b"
-0.162214682291452;-1.09929635412519;"b"
-0.496358410641731;-0.896930536887622;"b"
-0.464909324268062;-0.26349370651905;"b"
-0.561819562288057;-0.382139831583496;"b"
-0.000629223898284126;-0.713106136111678;"b"
-0.711906327700933;-0.427522941145119;"b"
-0.705979270140549;-0.297084501567638;"b"
-1.10222299081017;-0.359160497504167;"b"
-0.288376764659247;-0.939508229804271;"b"
-0.419934102402658;-0.503546011613468;"b"
-0.367086806634868;-0.31881239607795;"b"
-0.452825287150877;0.0332135705958184;"b"
-0.580583758151246;-0.643765586747701;"b"
-0.533280415625064;-0.454544651928256;"b"
-0.567209156519093;-0.413104082231167;"b"
-0.628274521082678;-0.381162335302335;"b"
-0.524376715447252;-0.463728325233494;"b"
-0.740752162982997;-0.478542990798368;"b"
-0.571538491571687;-0.471335475034638;"b"
-0.0154768246305266;-1.02370432294647;"b"
-0.104051433863704;-1.10724997866035;"b"
-0.633572055734923;-0.163391534182529;"b"
-0.343845435754639;-0.854186781383614;"b"
-0.233413149134094;-0.281163552567081;"b"
-0.11318096716462;-0.52708458546217;"b"
-0.683142300191165;-0.823996310522525;"b"
-0.779924313882647;-0.363699660558941;"b"
-0.436104793899122;-1.00221817855093;"b"
-0.772010048714158;-0.375784314127361;"b"
-0.21036093299546;-0.100330415370342;"b"
-0.498032684936328;-0.0508172296944706;"b"
-0.324393567364874;-0.223819767717253;"b"
-0.802633440698902;-0.829977972048648;"b"
-0.0906553366648518;0.129616569164937;"b"
-0.869322138034728;-0.627052574279255;"b"
-0.174586878288902;-0.786326734162544;"b"
-0.646891530009101;0.0825498029103082;"b"
-0.41469687722456;-0.483215173164089;"b"
0.0191689059096049;-0.409587713188133;"b"
-0.679031831393851;-0.142329550953591;"b"
-0.390628363001694;-0.583650712615573;"b"
-0.499243806113314;-0.7015811723499;"b"
-1.12033277095823;-0.62480452612707;"b"
-0.28097236108233;0.195956931427864;"b"
-0.0890399881615727;-0.484391292105955;"b"
-0.428492486668416;-0.827691834892762;"b"
-0.373986903914895;-0.557568668994098;"b"
0.121894518740864;-0.0131058600767766;"b"
-0.0968865267455776;-0.39877540505209;"b"
-0.767384997506329;-0.122188124663571;"b"
-0.271171546723336;-0.959768084593839;"b"
-0.569265752462414;-0.439800495225128;"b"
-0.315723322442721;-0.542006026076344;"b"
-0.669604513696202;-0.765547001054491;"b"
-0.0486461115874146;-0.742730783062047;"b"
-1.21602851502706;-0.583702942241463;"b"
-0.52941265542991;-0.778045774605675;"b"
-0.907406525487245;-1.04335639848793;"b"
-0.537077826069669;-1.12681706538181;"b"
-0.35378918140223;-0.556046889530243;"b"
-0.164086186714029;-1.06104430519814;"b"
-0.0835537339490917;-0.324148061742422;"b"
-0.476086097981568;-0.22874192433457;"b"
-1.15570317093687;-0.467755410258666;"b"
-0.275697828373404;-1.27925770360747;"b"
-0.602432069965896;-0.625294104591824;"b"
-0.333506142176505;-0.242672930212314;"b"
-0.358772346946591;-0.475618239919592;"b"
-0.287627790038298;-0.0336591784447253;"b"
-0.414366584166103;-0.534878011645755;"b"
-0.640945098287657;-0.525975768110311;"b"
-0.645510250260044;-0.801190845891266;"b"
0.131938532686892;-0.769366522963184;"b"
-1.11863797467499;-1.09955398609944;"b"
-0.6113317302726;-1.11591445468609;"b"
-0.658580413798876;-0.315689075915591;"b"
-0.43293756696433;-0.352623053522559;"b"
-0.435436418664162;-0.635511092041155;"b"
0.0901048373194351;-0.468850781014165;"b"
-0.716714380961665;-0.700612838498875;"b"
-0.41965912231958;-0.586902518719184;"b"
-0.38666422175821;-0.967879176306436;"b"
-0.970568292216366;-0.486849738272246;"b"
-0.578149933957362;-0.267879818716214;"b"
-0.450255420176517;0.0417703759218235;"b"
-0.853370997092014;-0.418628487390399;"b"
-0.833718468568702;0.242680431489628;"b"
-0.818395934807516;-0.232209046073658;"b"
-0.647369699693154;-0.463194667959122;"b"
-0.329879995784763;-0.302826640953111;"b"
-0.874419384565246;-1.00572248837728;"b"
